138,288,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/小学英语100分.apk,,,,,,,,,0.479166667
130,371,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/今日头条.apk,,,,,,,,,0.350404313
75,238,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/酷我听书.apk,,,,,,,,,0.31512605
413,545,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/每日瑜伽.apk,,,,,,,,,0.757798165
238,442,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/WhatsApp,.apk,,,,,,,,0.538461538
101,286,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/蜻蜓FM.apk,,,,,,,,,0.353146853
36,92,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/Prisma艺术相机.apk,,,,,,,,,0.391304348
87,260,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/丁香医生.apk,,,,,,,,,0.334615385
10,11,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/屏幕亮度调节.apk,,,,,,,,,0.909090909
93,172,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/90后小清新动态壁纸.apk,,,,,,,,,0.540697674
16,73,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/Blur壁纸工具.apk,,,,,,,,,0.219178082
15,62,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/安卓手电筒.apk,,,,,,,,,0.241935484
60,355,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/大众点评.apk,,,,,,,,,0.169014085
189,330,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/美食杰.apk,,,,,,,,,0.572727273
52,112,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/LT来电闪光.apk,,,,,,,,,0.464285714
0,22,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/GPS,测试仪​​​​​​.apk,,,,,,,,0
2,11,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/CNTV奥运直播.apk,,,,,,,,,0.181818182
58,192,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/Runtastic,Sit-Ups,PRO仰卧起坐软件专业版.apk,,,,,,,0.302083333
86,330,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/少儿趣配音.apk,,,,,,,,,0.260606061
43,88,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/OSU.apk,,,,,,,,,0.488636364
152,312,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/腾讯新闻.apk,,,,,,,,,0.487179487
103,190,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/AA小说下载阅读器.apk,,,,,,,,,0.542105263
26,106,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/优酷.apk,,,,,,,,,0.245283019
201,389,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/酷划锁屏.apk,,,,,,,,,0.516709512
162,322,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/玩吧.apk,,,,,,,,,0.50310559
20,104,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/宝宝学蔬菜.apk,,,,,,,,,0.192307692
8,49,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/Google,地球.apk,,,,,,,,0.163265306
49,180,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/企鹅FM.apk,,,,,,,,,0.272222222
164,297,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/纳米盒.apk,,,,,,,,,0.552188552
38,102,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/Booking.com缤客.apk,,,,,,,,,0.37254902
177,316,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/乐动力.apk,,,,,,,,,0.560126582
172,412,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/正点闹钟.apk,,,,,,,,,0.417475728
180,296,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/Nike+,Running.apk,,,,,,,,0.608108108
115,266,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/虾米音乐.apk,,,,,,,,,0.432330827
66,167,/media/mobile/myExperiment/apps/apks_wandoujia/apks/all_app/最美壁纸.apk,,,,,,,,,0.395209581
